id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-lumbini-banke-banke-national-park-buffer-zone-landscape,Lumbini,Banke,Banke National Park buffer-zone landscape,"National parks, conservation areas, and wildlife sites",Settlements adjoining the national park,,Established,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Banke National Park buffer-zone landscape,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-banke-bardiya-wildlife-corridor,Lumbini,Banke,Banke–Bardiya wildlife corridor,"National parks, conservation areas, and wildlife sites",Western Banke toward Bardiya,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Banke–Bardiya wildlife corridor,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-chure-and-siwalik-forest-ridges,Lumbini,Banke,Chure and Siwalik forest ridges,Natural attractions,Northern Banke,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Chure and Siwalik forest ridges,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-rapti-river-corridor,Lumbini,Banke,Rapti River corridor,Rivers and waterfalls,Rapti Sonari and Narainapur belt,,Established,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Rapti River corridor,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-sikta-irrigation-barrage-and-canal-landscape,Lumbini,Banke,Sikta irrigation barrage and canal landscape,"Museums, palaces, forts, and monuments",Rapti Sonari / Agaiya area,,Established,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Sikta irrigation barrage and canal landscape,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-agaiya-rapti-riverside-area,Lumbini,Banke,Agaiya–Rapti riverside area,Lesser-known or emerging destinations,Rapti Sonari Rural Municipality,,First-round researched,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;DYNAMIC,,Agaiya–Rapti riverside area,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-gavar-valley-community-tourism-landscape,Lumbini,Banke,Gavar Valley community-tourism landscape,Community tourism and notable villages,Baijanath Rural Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Gavar Valley community-tourism landscape,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-gavar-valley-forest-and-wetland-belt,Lumbini,Banke,Gavar Valley forest and wetland belt,Natural attractions,Baijanath area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Gavar Valley forest and wetland belt,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-bageshwori-temple,Lumbini,Banke,Bageshwori Temple,Religious sites and temples,Nepalgunj Sub-Metropolitan City,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Bageshwori Temple,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-bageshwori-sacred-pond,Lumbini,Banke,Bageshwori sacred pond,Lakes and wetlands,"Bageshwori Temple complex, Nepalgunj",,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Bageshwori sacred pond,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-mustached-shiva-shrine,Lumbini,Banke,Mustached Shiva shrine,Religious sites and temples,"Bageshwori pond, Nepalgunj",,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Mustached Shiva shrine,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-bageshwori-temple-precinct,Lumbini,Banke,Bageshwori temple precinct,Historical and cultural places,Central Nepalgunj,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Bageshwori temple precinct,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-nepalgunj-historic-market-core,Lumbini,Banke,Nepalgunj historic market core,Historical and cultural places,Nepalgunj Sub-Metropolitan City,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Nepalgunj historic market core,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-nepalgunj-border-and-trade-gateway-landscape,Lumbini,Banke,Nepalgunj border and trade-gateway landscape,Historical and cultural places,Jamunaha–Nepalgunj corridor,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Nepalgunj border and trade-gateway landscape,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-jamunaha-border-gateway,Lumbini,Banke,Jamunaha border gateway,"Museums, palaces, forts, and monuments",Southern Nepalgunj,,Established,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Jamunaha border gateway,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-eidgah-and-muslim-religious-landscape-of-nepalgunj,Lumbini,Banke,Eidgah and Muslim religious landscape of Nepalgunj,Religious sites and temples,Nepalgunj,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Eidgah and Muslim religious landscape of Nepalgunj,root-mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-gurudwara-and-sikh-heritage-of-nepalgunj,Lumbini,Banke,Gurudwara and Sikh heritage of Nepalgunj,Religious sites and temples,Nepalgunj,,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Gurudwara and Sikh heritage of Nepalgunj,root-mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-nepalgunj-civic-heritage-and-old-administrative-buildings,Lumbini,Banke,Nepalgunj civic heritage and old administrative buildings,"Museums, palaces, forts, and monuments",Nepalgunj,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Nepalgunj civic heritage and old administrative buildings,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-kohalpur-gateway-town,Lumbini,Banke,Kohalpur gateway town,Community tourism and notable villages,Kohalpur Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;BORDER_CONTROL;DYNAMIC,,Kohalpur gateway town,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-kohalpur-chisapani-forest-approach,Lumbini,Banke,Kohalpur–Chisapani forest approach,Natural attractions,Kohalpur and Baijanath belt,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Kohalpur–Chisapani forest approach,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-khajura-agricultural-and-multicultural-landscape,Lumbini,Banke,Khajura agricultural and multicultural landscape,Community tourism and notable villages,Khajura Rural Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Khajura agricultural and multicultural landscape,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-narainapur-cultural-and-forest-edge-villages,Lumbini,Banke,Narainapur cultural and forest-edge villages,Community tourism and notable villages,Narainapur Rural Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Narainapur cultural and forest-edge villages,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-duduwa-river-and-wetland-corridor,Lumbini,Banke,Duduwa river and wetland corridor,Rivers and waterfalls,Duduwa Rural Municipality,,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,BORDER_CONTROL;DYNAMIC,,Duduwa river and wetland corridor,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-banke-rapti-sonari-tharu-villages,Lumbini,Banke,Rapti Sonari Tharu villages,Community tourism and notable villages,Rapti Sonari Rural Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,PROTECTED_AREA_ENTRY;BORDER_CONTROL;DYNAMIC,,Rapti Sonari Tharu villages,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
np-lumbini-bardiya-bardiya-national-park,Lumbini,Bardiya,Bardiya National Park,"National parks, conservation areas, and wildlife sites","Thakurbaba, Geruwa and northern Bardiya",,Government-managed,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,bardiya-national-park,Bardiya National Park,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-thakurdwara-park-gateway,Lumbini,Bardiya,Thakurdwara park gateway,Community tourism and notable villages,Thakurbaba Municipality,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Thakurdwara park gateway,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-babai-valley,Lumbini,Bardiya,Babai Valley,Natural attractions,Eastern Bardiya National Park,,Government-managed,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Babai Valley,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-babai-river-corridor,Lumbini,Bardiya,Babai River corridor,Rivers and waterfalls,Eastern and central Bardiya,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Babai River corridor,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-karnali-river-corridor,Lumbini,Bardiya,Karnali River corridor,Rivers and waterfalls,Western Bardiya,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,karnali-river-corridor,Karnali River corridor,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-geruwa-river,Lumbini,Bardiya,Geruwa River,Rivers and waterfalls,Geruwa and Rajapur area,,Established,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Geruwa River,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-khauraha-river-wildlife-viewing-area,Lumbini,Bardiya,Khauraha River wildlife-viewing area,Rivers and waterfalls,Thakurdwara / park buffer,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Khauraha River wildlife-viewing area,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-karnali-geruwa-river-islands,Lumbini,Bardiya,Karnali–Geruwa river islands,Lakes and wetlands,Geruwa and Rajapur area,,Needs local verification,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Karnali–Geruwa river islands,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-gangetic-dolphin-observation-corridor,Lumbini,Bardiya,Gangetic dolphin observation corridor,"National parks, conservation areas, and wildlife sites",Karnali–Geruwa system,,Established; seasonal verification needed,CORRIDOR,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;DYNAMIC,,Gangetic dolphin observation corridor,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-khata-biological-corridor,Lumbini,Bardiya,Khata Biological Corridor,"National parks, conservation areas, and wildlife sites",Madhuwan Municipality and western Bardiya,,Established conservation landscape,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Khata Biological Corridor,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-khata-community-forests,Lumbini,Bardiya,Khata community forests,"National parks, conservation areas, and wildlife sites",Madhuwan area,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Khata community forests,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-blackbuck-conservation-area,Lumbini,Bardiya,Blackbuck Conservation Area,"National parks, conservation areas, and wildlife sites","Khairapur, Gulariya area",,Government-managed,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Blackbuck Conservation Area,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-khairapur-blackbuck-viewing-area,Lumbini,Bardiya,Khairapur blackbuck viewing area,Wildlife sites,Gulariya Municipality / Khairapur,,Government-managed,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Khairapur blackbuck viewing area,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-badhaiya-tal,Lumbini,Bardiya,Badhaiya Tal,Lakes and wetlands,Badhaiyatal Rural Municipality,,Established; condition verification needed,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Badhaiya Tal,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-satkhaluwa-lake-and-wetland-area,Lumbini,Bardiya,Satkhaluwa Lake and wetland area,Lakes and wetlands,Barbardiya / Thakurbaba vicinity,,First-round researched,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Satkhaluwa Lake and wetland area,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-rajapur-irrigation-and-river-landscape,Lumbini,Bardiya,Rajapur irrigation and river landscape,Natural attractions,Rajapur Municipality,,Established,PROTECTED_AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,PROTECTED_AREA_ENTRY;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Rajapur irrigation and river landscape,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-rajapur-historic-market,Lumbini,Bardiya,Rajapur historic market,Historical and cultural places,Rajapur Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Rajapur historic market,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-chisapani-karnali-bridge-viewpoint-bardiya-approach,Lumbini,Bardiya,"Chisapani–Karnali bridge viewpoint, Bardiya approach",Viewpoints and hill stations,Western Bardiya approach,,Cross-district established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,"Chisapani–Karnali bridge viewpoint, Bardiya approach",mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-karnali-rafting-section,Lumbini,Bardiya,Karnali rafting section,Adventure tourism,"Karnali River, western Bardiya",,Established; operator verification needed,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Karnali rafting section,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-thakurbaba-temple,Lumbini,Bardiya,Thakurbaba Temple,Religious sites and temples,Thakurbaba Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Thakurbaba Temple,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-baglamukhi-temple-gulariya,Lumbini,Bardiya,"Baglamukhi Temple, Gulariya",Religious sites and temples,Gulariya Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,"Baglamukhi Temple, Gulariya",mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-kotahi-temple,Lumbini,Bardiya,Kotahi Temple,Religious sites and temples,Bardiya district; exact locality pending,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Kotahi Temple,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-bed-byas-batika,Lumbini,Bardiya,Bed Byas Batika,Religious sites and temples,Gulariya Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Bed Byas Batika,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-gulariya-historic-town-core,Lumbini,Bardiya,Gulariya historic town core,Historical and cultural places,Gulariya Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Gulariya historic town core,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-tharu-cultural-villages-around-thakurdwara,Lumbini,Bardiya,Tharu cultural villages around Thakurdwara,Community tourism and notable villages,Thakurbaba Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Tharu cultural villages around Thakurdwara,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-dalla-community-homestay-landscape,Lumbini,Bardiya,Dalla community homestay landscape,Community tourism and notable villages,Madhuwan / Khata corridor,,Established; operating status verification needed,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Dalla community homestay landscape,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-geruwa-riverside-tharu-villages,Lumbini,Bardiya,Geruwa riverside Tharu villages,Community tourism and notable villages,Geruwa Rural Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Geruwa riverside Tharu villages,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
np-lumbini-bardiya-buffer-zone-jungle-walk-routes,Lumbini,Bardiya,Buffer-zone jungle-walk routes,Trekking areas and mountain destinations,Thakurdwara and park buffer,,Established; permit/guide rules pending,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Buffer-zone jungle-walk routes,mention,,,provinces/lumbini/districts/bardiya.md,provinces/lumbini/visitor_ready/bardiya.md
